sentence,label
I practiced playing music for two hours before bed,0
I practiced my diet plan with the oncologist after breakfast,1
I talked to Charlie about playing board games for a short time,0
I used the laptop for going for a walk for an hour,0
my support person helped me with my therapy after breakfast,1
I used the TV for cooking dinner for an hour,0
I updated my aide about my swelling in the afternoon,1
I spent for a while cooking dinner with Bob in the afternoon,0
I was using the laptop to look up more about yoga after breakfast,0
I spent for a short time playing a game with Judy in the evening,0
I practiced my diet plan with the dermatologist at night,1
I was using the e-reader to look up more about dancing after dinner,0
I practiced gardening for a few minutes in the morning,0
I misplaced the kitchen appliances while I was watering the plants at night,0
I helped David with mopping the floor for a short time,0
I practiced my hydration reminder with the midwife in the afternoon,1
I practiced my insulin shot with the midwife in the evening,1
I practiced my weight check with the hospice worker in the morning,1
I invited Heidi over for some doing puzzles in the evening,0
my neighbor helped me with my therapy at night,1
I practiced my therapy with the counselor after breakfast,1
I updated my companion about my cough in the morning,1
I practiced playing music for a short time during the day,0
I was using the phone to look up more about cooking in the morning,0
I practiced my appointment with the social worker before bed,1
I misplaced the kitchen appliances while I was mopping the floor after dinner,0
I practiced my hydration reminder with the specialist in the evening,1
I updated my friend about my rash after dinner,1
I practiced playing board games for a while in the morning,0
I noticed the decorations was dusty while I was watching a movie after breakfast,0
I spent for a while going for a walk with Frank in the afternoon,0
I misplaced the kitchen appliances while I was taking out the trash in the evening,0
I practiced my cognitive exercises with the dietitian during the day,1
I spent for a few minutes knitting with Frank at night,0
I practiced knitting for two hours in the morning,0
I practiced my mental health check-in with the gastroenterologist during the day,1
my son helped me with my therapy after dinner,1
I noticed the radio was dusty while I was cooking dinner in the afternoon,0
my aide helped me with my hygiene routine before bed,1
I noticed the kitchen appliances was dusty while I was reading a book before bed,0
I used the tablet for doing a puzzle for two hours,0
I practiced my fall prevention measures with the home health aide at night,1
I spent for a few minutes cooking dinner with Frank during the day,0
I misplaced the remote control while I was sweeping the floor in the evening,0
I practiced yoga for a few minutes at night,0
I talked to Grace about traveling for an hour,0
I invited Alice over for some playing music at night,0
I updated my son about my mood changes in the evening,1
I updated my neighbor about my headache after dinner,1
I helped Frank with vacuuming the living room for a few minutes,0
I invited David over for some playing board games in the evening,0
I talked to Frank about cooking for two hours,0
I spent for a short time on my gaming console after dinner,0
I updated my support person about my headache in the morning,1
I spent for a while cooking dinner with Charlie during the day,0
my daughter helped me with my rehab exercises after breakfast,1
I practiced painting for an hour before bed,0
I updated my friend about my cough in the evening,1
I practiced my symptom tracking with the naturopath in the afternoon,1
